page_no,hampton_page_no,duplicate_content,line_no,char_no,revelation,char
67,14,N,4,9,4,q3
67,14,N,4,10,4,LL
67,14,N,5,1,4,T
67,14,N,5,2,4,o3
67,14,N,5,3,4,4L
67,14,N,5,4,4,q3
67,14,N,5,5,4,*
67,14,N,5,6,4,vv
67,14,N,5,7,4,g
67,14,N,5,8,4,95
67,14,N,5,9,4,Gi
67,14,N,5,10,4,Y4
67,14,N,5,11,4,14
67,14,N,5,12,4,GG
67,14,N,6,1,4,96
67,14,N,6,2,4,P
67,14,N,6,3,4,vv
67,14,N,6,4,4,Gi
67,14,N,6,5,4,M
67,14,N,6,6,4,*
67,14,N,6,7,4,Ki
67,14,N,6,8,4,GG
67,14,N,6,9,4,14
67,14,N,6,10,4,JJ
67,14,N,7,1,4,P1
67,14,N,7,2,4,vv
67,14,N,7,3,4,Ki
67,14,N,7,4,4,4L
67,14,N,7,5,4,vv
67,14,N,7,6,4,Ki
67,14,N,7,7,4,Ki
67,14,N,7,8,4,14
67,14,N,7,9,4,GG
67,14,N,7,10,4,vv
67,14,N,7,11,4,Y4
67,14,N,7,12,4,14
67,14,N,8,1,4,PL
67,14,N,8,2,4,vv
67,14,N,8,3,4,qL3
67,14,N,8,4,4,Ki
67,14,N,8,5,4,PL
67,14,N,8,6,4,vv
67,14,N,8,7,4,14
67,14,N,8,8,4,Y4
67,14,N,8,9,4,14
67,14,N,8,10,4,GG
67,14,N,9,1,4,q3
67,14,N,9,2,4,qL2
67,14,N,9,3,4,A-
67,14,N,9,4,4,PL
67,14,N,9,5,4,qL1
67,14,N,9,6,4,T
67,14,N,9,7,4,Y4
67,14,N,9,8,4,Gi
67,14,N,9,9,4,Ki
67,14,N,9,10,4,Ki
67,14,N,10,1,4,T
67,14,N,10,2,4,LL
67,14,N,10,3,4,g7
67,14,N,10,4,4,g
67,14,N,10,5,4,96
67,14,N,10,6,4,P
67,14,N,10,7,4,vv
67,14,N,10,8,4,vv
67,14,N,10,9,4,Y4
67,14,N,10,10,4,J1
67,14,N,10,11,4,Gi
67,14,N,10,12,4,#Gi
67,14,N,11,1,4,2
67,14,N,11,2,4,o3
67,14,N,11,3,4,Ki
67,14,N,11,4,4,vv
67,14,N,11,5,4,Ki
67,14,N,11,6,4,T
67,14,N,11,7,4,vv
67,14,N,11,8,4,M
67,14,N,11,9,4,Y4
67,14,N,11,10,4,14
67,14,N,11,11,4,dc
67,14,N,12,1,4,Gi
67,14,N,12,2,4,vv
67,14,N,12,3,4,Ki
67,14,N,12,4,4,Ki
67,14,N,12,5,4,qL3
67,14,N,12,6,4,dc
67,14,N,12,7,4,vv
67,14,N,12,8,4,dc
67,14,N,12,9,4,GG
67,14,N,12,10,4,vv
67,14,N,12,11,4,qL3
67,14,N,13,1,4,Gi
67,14,N,13,2,4,vv
67,14,N,13,3,4,d3
67,14,N,13,4,4,M
67,14,N,13,5,4,Gi
67,14,N,13,6,4,#Ki
67,14,N,13,7,4,Ki
67,14,N,13,8,4,Ki
67,14,N,13,9,4,Ki
67,14,N,13,10,4,Y4
67,14,N,13,11,4,14
67,14,N,13,12,4,JJ
67,14,N,14,1,4,ee
67,14,N,14,2,4,*
67,14,N,14,3,4,M
67,14,N,14,4,4,EE
67,14,N,14,5,4,#d3
67,14,N,14,6,4,vv
67,14,N,14,7,4,Y4
67,14,N,14,8,4,g
67,14,N,14,9,4,Y3
67,14,N,14,10,4,vv
67,14,N,15,1,4,#PL
67,14,N,15,2,4,vv
67,14,N,15,3,4,EE
67,14,N,15,4,4,P1
67,14,N,15,5,4,vv
67,14,N,15,6,4,N
67,14,N,15,7,4,N
67,14,N,15,8,4,GG
67,14,N,15,9,4,Y3
67,14,N,15,10,4,14
67,14,N,16,1,4,EE
67,14,N,16,2,4,N
67,14,N,16,3,4,P2
67,14,N,16,4,4,M
67,14,N,16,5,4,2
67,14,N,16,6,4,o3
67,14,N,16,7,4,dc
67,14,N,16,8,4,Y3
67,14,N,16,9,4,14
67,14,N,16,10,4,GG
67,14,N,17,1,4,LL
67,14,N,17,2,4,PL
67,14,N,17,3,4,Ki
67,14,N,17,4,4,PL
67,14,N,17,5,4,N
67,14,N,17,6,4,LL
67,14,N,17,7,4,vv
67,14,N,17,8,4,Y4
67,14,N,17,9,4,14
67,14,N,17,10,4,Y3
67,14,N,17,11,4,vv
67,14,N,18,1,4,95
67,14,N,18,2,4,Ki
67,14,N,18,3,4,Ki
67,14,N,18,4,4,*
67,14,N,18,5,4,o3
67,14,N,18,6,4,Ki
67,14,N,18,7,4,Ki
67,14,N,18,8,4,vv
67,14,N,18,9,4,o3
67,14,N,18,10,4,95
67,14,N,18,11,4,LL
67,14,N,18,12,4,Ki
67,14,N,18,13,4,Ki
67,14,N,19,1,4,96
67,14,N,19,2,4,P
67,14,N,19,3,4,vv
67,14,N,19,4,4,A
67,14,N,19,5,4,*
67,14,N,19,6,4,4L
67,14,N,19,7,4,vv
67,14,N,19,8,4,14
67,14,N,19,9,4,Gi
67,14,N,19,10,4,14
67,14,N,19,11,4,Ki
67,14,N,19,12,4,Ki
67,14,N,20,1,4,Ki
67,14,N,20,2,4,Ki
67,14,N,20,3,4,P1
67,14,N,20,4,4,vv
67,14,N,20,5,4,A-
67,14,N,20,6,4,vv
67,14,N,20,7,4,g
67,14,N,20,8,4,96
67,14,N,20,9,4,P
67,14,N,20,10,4,Y3
67,14,N,20,11,4,14
67,14,N,20,12,4,ee
67,14,N,21,1,4,uL
67,14,N,21,2,4,q3
67,14,N,21,3,4,qL3
67,14,N,21,4,4,d2
67,14,N,21,5,4,96
67,14,N,21,6,4,P
67,14,N,21,7,4,vv
67,14,N,21,8,4,P
67,14,N,21,9,4,14
67,14,N,21,10,4,GG
67,14,N,21,11,4,vv
67,14,N,22,1,4,Gi
67,14,N,22,2,4,g
67,14,N,22,3,4,14
67,14,N,22,4,4,EE
67,14,N,22,5,4,PL
67,14,N,22,6,4,PL
67,14,N,22,7,4,N
67,14,N,22,8,4,M
67,14,N,22,9,4,Y4
67,14,N,22,10,4,14
67,14,N,22,11,4,GG
67,14,N,22,12,4,Ki
67,14,N,22,13,4,Ki
67,14,N,23,1,4,LL
67,14,N,23,2,4,2
67,14,N,23,3,4,o3
67,14,N,23,4,4,4L
67,14,N,23,5,4,Ki
67,14,N,23,6,4,2
67,14,N,23,7,4,o3
67,14,N,23,8,4,Y3
67,14,N,23,9,4,14
67,14,N,23,10,4,qL3
67,14,N,23,11,4,14
67,14,N,24,1,4,Gi
67,14,N,24,2,4,Gi
67,14,N,24,3,4,PL
67,14,N,24,4,4,N
67,14,N,24,5,4,PL
67,14,N,24,6,4,vv
67,14,N,24,7,4,PL
67,14,N,24,8,4,PL
67,14,N,24,9,4,vv
67,14,N,24,10,4,Y3
67,14,N,24,11,4,vv
67,14,N,24,12,4,JJ
67,14,N,25,1,4,N
67,14,N,25,2,4,LL
67,14,N,25,3,4,vv
67,14,N,25,4,4,Y3
67,14,N,25,5,4,14
67,14,N,25,6,4,qL3
67,14,N,25,7,4,P2
67,14,N,25,8,4,vv
67,14,N,25,9,4,Y3
67,14,N,25,10,4,GG
68,13,N,1,1,5,Ki
68,13,N,1,2,5,qL3
68,13,N,1,3,5,N
68,13,N,1,4,5,LL
68,13,N,1,5,5,ee
68,13,N,1,6,5,Gi
68,13,N,1,7,5,*
68,13,N,1,8,5,HH
68,13,N,1,9,5,Ki
68,13,N,1,10,5,Ki
68,13,N,1,11,5,qL3
68,13,N,1,12,5,vv
68,13,N,2,1,5,dc
68,13,N,2,2,5,P2
68,13,N,2,3,5,vv
68,13,N,2,4,5,qL3
68,13,N,2,5,5,96
68,13,N,2,6,5,P
68,13,N,2,7,5,M
68,13,N,2,8,5,vv
68,13,N,2,9,5,76
68,13,N,2,10,5,Y3
68,13,N,2,11,5,14
68,13,N,2,12,5,96
68,13,N,2,13,5,vv
68,13,N,3,1,5,N
68,13,N,3,2,5,qL3
68,13,N,3,3,5,HH
68,13,N,3,4,5,vv
68,13,N,3,5,5,2
68,13,N,3,6,5,o3
68,13,N,3,7,5,Ki
68,13,N,3,8,5,vv
68,13,N,3,9,5,Gi
68,13,N,3,10,5,Ki
68,13,N,3,11,5,Ki
68,13,N,3,12,5,vv
68,13,N,3,13,5,qL3
68,13,N,4,1,5,95
68,13,N,4,2,5,vv
68,13,N,4,3,5,Ki
68,13,N,4,4,5,vv
68,13,N,4,5,5,Gi
68,13,N,4,6,5,Gi
68,13,N,4,7,5,vv
68,13,N,4,8,5,Ki
68,13,N,4,9,5,GG
68,13,N,4,10,5,vv
68,13,N,4,11,5,qL4
68,13,N,4,12,5,14
68,13,N,4,13,5,Y3
68,13,N,5,1,5,Ki
68,13,N,5,2,5,M
68,13,N,5,3,5,Ki
68,13,N,5,4,5,GG
68,13,N,5,5,5,dc
68,13,N,5,6,5,J2
68,13,N,5,7,5,vv
68,13,N,5,8,5,J
68,13,N,5,9,5,dc
68,13,N,5,10,5,GG
68,13,N,5,11,5,LL
68,13,N,5,12,5,J
68,13,N,6,1,5,LL
68,13,N,6,2,5,qL2
68,13,N,6,3,5,qL2
68,13,N,6,4,5,vv
68,13,N,6,5,5,*
68,13,N,6,6,5,vv
68,13,N,6,7,5,qL3
68,13,N,6,8,5,vv
68,13,N,6,9,5,Y4
68,13,N,6,10,5,14
68,13,N,6,11,5,GG
68,13,N,6,12,5,LL
68,13,N,7,1,5,95
68,13,N,7,2,5,vv
68,13,N,7,3,5,A
68,13,N,7,4,5,#A-
68,13,N,7,5,5,vv
68,13,N,7,6,5,LL
68,13,N,7,7,5,P1
68,13,N,7,8,5,vv
68,13,N,7,9,5,dc
68,13,N,7,10,5,GG
68,13,N,7,11,5,LL
68,13,N,7,12,5,JJ
68,13,N,8,1,5,N
68,13,N,8,2,5,qL3
68,13,N,8,3,5,N
68,13,N,8,4,5,PL
68,13,N,8,5,5,vv
68,13,N,8,6,5,P2
68,13,N,8,7,5,vv
68,13,N,8,8,5,M
68,13,N,8,9,5,GG
68,13,N,8,10,5,14
68,13,N,8,11,5,Y4
68,13,N,8,12,5,P
68,13,N,8,13,5,LL
68,13,N,9,1,5,96
68,13,N,9,2,5,P
68,13,N,9,3,5,vv
68,13,N,9,4,5,LL
68,13,N,9,5,5,PL
68,13,N,9,6,5,S
68,13,N,9,7,5,o3
68,13,N,9,8,5,44
68,13,N,9,9,5,Y4
68,13,N,9,10,5,P
68,13,N,9,11,5,LL
68,13,N,9,12,5,Gi
68,13,N,9,13,5,14
68,13,N,10,1,5,44
68,13,N,10,2,5,N
68,13,N,10,3,5,vv
68,13,N,10,4,5,PL
68,13,N,10,5,5,N
68,13,N,10,6,5,ee
68,13,N,10,7,5,vv
68,13,N,10,8,5,76
68,13,N,10,9,5,d3
68,13,N,10,10,5,76
68,13,N,10,11,5,Ki
68,13,N,10,12,5,Ki
68,13,N,11,1,5,*
68,13,N,11,2,5,vv
68,13,N,11,3,5,*
68,13,N,11,4,5,M
68,13,N,11,5,5,P1
68,13,N,11,6,5,vv
68,13,N,11,7,5,*
68,13,N,11,8,5,Ki
68,13,N,11,9,5,Ki
68,13,N,11,10,5,N
68,13,N,11,11,5,14
68,13,N,11,12,5,dc
68,13,N,11,13,5,GG
68,13,N,12,1,5,EE
68,13,N,12,2,5,T
68,13,N,12,3,5,vv
68,13,N,12,4,5,P1
68,13,N,12,5,5,vv
68,13,N,12,6,5,g
68,13,N,12,7,5,96
68,13,N,12,8,5,*
68,13,N,12,9,5,vv
68,13,N,12,10,5,Ki
68,13,N,12,11,5,vv
68,13,N,12,12,5,qL3
68,13,N,12,13,5,vv
68,13,N,13,1,5,Ki
68,13,N,13,2,5,g
68,13,N,13,3,5,Ki
68,13,N,13,4,5,Ki
68,13,N,13,5,5,96
68,13,N,13,6,5,P
68,13,N,13,7,5,vv
68,13,N,13,8,5,4L
68,13,N,13,9,5,LL
68,13,N,13,10,5,F
68,13,N,13,11,5,Ki
68,13,N,13,12,5,Ki
68,13,N,13,13,5,P2
68,13,N,13,14,5,vv
68,13,N,14,1,5,EE
68,13,N,14,2,5,LL
68,13,N,14,3,5,96
68,13,N,14,4,5,P
68,13,N,14,5,5,vv
68,13,N,14,6,5,#dc
68,13,N,14,7,5,GG
68,13,N,14,8,5,N
68,13,N,14,9,5,d3
68,13,N,14,10,5,vv
68,13,N,14,11,5,P2
68,13,N,15,1,5,95
68,13,N,15,2,5,d3
68,13,N,15,3,5,vv
68,13,N,15,4,5,96
68,13,N,15,5,5,P
68,13,N,15,6,5,vv
68,13,N,15,7,5,HH
68,13,N,15,8,5,ee
68,13,N,15,9,5,P
68,13,N,15,10,5,LL
68,13,N,15,11,5,76
68,13,N,15,12,5,*
68,13,N,16,1,5,N
68,13,N,16,2,5,qL3
68,13,N,16,3,5,vv
68,13,N,16,4,5,GG
68,13,N,16,5,5,N
68,13,N,16,6,5,LL
68,13,N,16,7,5,N
68,13,N,16,8,5,14
68,13,N,16,9,5,Ki
68,13,N,16,10,5,Ki
68,13,N,17,1,5,qL3
68,13,N,17,2,5,d3
68,13,N,17,3,5,95
68,13,N,17,4,5,Ki
68,13,N,17,5,5,N
68,13,N,17,6,5,96
68,13,N,17,7,5,P
68,13,N,17,8,5,O1
68,13,N,17,9,5,Ki
68,13,N,17,10,5,Ki
68,13,N,17,11,5,q3
68,13,N,18,1,5,Ki
68,13,N,18,2,5,Ki
68,13,N,18,3,5,g
68,13,N,18,4,5,GG
68,13,N,18,5,5,LL
68,13,N,18,6,5,Gi
68,13,N,18,7,5,Gi
68,13,N,18,8,5,qL3
68,13,N,18,9,5,14
68,13,N,18,10,5,LL
68,13,N,19,1,5,Ki
68,13,N,19,2,5,Ki
68,13,N,19,3,5,g
68,13,N,19,4,5,GG
68,13,N,19,5,5,LL
68,13,N,19,6,5,L
68,13,N,19,7,5,ee
68,13,N,19,8,5,N
68,13,N,19,9,5,14
68,13,N,19,10,5,Ki
68,13,N,19,11,5,Ki
68,13,N,19,12,5,vv
68,13,N,20,1,5,N
68,13,N,20,2,5,EE
68,13,N,20,3,5,14
68,13,N,20,4,5,vv
68,13,N,20,5,5,96
68,13,N,20,6,5,P
68,13,N,20,7,5,vv
68,13,N,20,8,5,*
68,13,N,20,9,5,14
68,13,N,20,10,5,Gi
68,13,N,20,11,5,vv
68,13,N,21,1,5,Ki
68,13,N,21,2,5,vv
68,13,N,21,3,5,T
68,13,N,21,4,5,vv
68,13,N,21,5,5,96
68,13,N,21,6,5,P
68,13,N,21,7,5,vv
68,13,N,21,8,5,96
68,13,N,21,9,5,14
68,13,N,21,10,5,Y3
68,13,N,21,11,5,vv
68,13,N,22,1,5,ee
68,13,N,22,2,5,LL
68,13,N,22,3,5,96
68,13,N,22,4,5,96
68,13,N,22,5,5,M
68,13,N,22,6,5,95
68,13,N,22,7,5,14
68,13,N,22,8,5,d3
68,13,N,22,9,5,13
68,13,N,22,10,5,LL
68,13,N,22,11,5,N
68,13,N,23,1,5,d3
68,13,N,23,2,5,95
68,13,N,23,3,5,vv
68,13,N,23,4,5,N
68,13,N,23,5,5,PL
68,13,N,23,6,5,vv
68,13,N,23,7,5,P
68,13,N,23,8,5,vv
68,13,N,23,9,5,76
68,13,N,23,10,5,qL3
68,13,N,23,11,5,14
68,13,N,23,12,5,95
68,13,N,24,1,5,Ki
68,13,N,24,2,5,Ki
68,13,N,24,3,5,g
68,13,N,24,4,5,g
68,13,N,24,5,5,Ki
68,13,N,24,6,5,Ki
68,13,N,24,7,5,P1
68,13,N,24,8,5,vv
68,13,N,24,9,5,qL3
68,13,N,24,10,5,N
68,13,N,24,11,5,Y3
68,13,N,24,12,5,vv
68,13,N,25,1,5,EE
68,13,N,25,2,5,N
68,13,N,25,3,5,g
68,13,N,25,4,5,Ki
68,13,N,25,5,5,Ki
68,13,N,25,6,5,vv
68,13,N,25,7,5,O1
68,13,N,25,8,5,Y3
68,13,N,25,9,5,14
68,13,N,25,10,5,95
68,13,N,25,11,5,vv
69,12,N,1,1,6,Ki
69,12,N,1,2,6,g
69,12,N,1,3,6,Gi
69,12,N,1,4,6,Ki
69,12,N,1,5,6,Ki
69,12,N,1,6,6,96
69,12,N,1,7,6,P
69,12,N,1,8,6,vv
69,12,N,1,9,6,N
69,12,N,1,10,6,uL
69,12,N,1,11,6,dc
69,12,N,1,12,6,14
69,12,N,1,13,6,Y4
69,12,N,2,1,6,nn
69,12,N,2,2,6,qL3
69,12,N,2,3,6,PL
69,12,N,2,4,6,76
69,12,N,2,5,6,Ki
69,12,N,2,6,6,Ki
69,12,N,2,7,6,P
69,12,N,2,8,6,vv
69,12,N,2,9,6,2
69,12,N,2,10,6,o3
69,12,N,2,11,6,Y3
69,12,N,2,12,6,14
69,12,N,2,13,6,95
69,12,N,2,14,6,M
69,12,N,3,1,6,Y3
69,12,N,3,2,6,Ki
69,12,N,3,3,6,Ki
69,12,N,3,4,6,vv
69,12,N,3,5,6,PL
69,12,N,3,6,6,M
69,12,N,3,7,6,*
69,12,N,3,8,6,vv
69,12,N,3,9,6,g
69,12,N,3,10,6,N
69,12,N,3,11,6,qL3
69,12,N,3,12,6,14
69,12,N,3,13,6,Gi
69,12,N,4,1,6,4L
69,12,N,4,2,6,I
69,12,N,4,3,6,M
69,12,N,4,4,6,Ki
69,12,N,4,5,6,Ki
69,12,N,4,6,6,g
69,12,N,4,7,6,Ki
69,12,N,4,8,6,Ki
69,12,N,4,9,6,96
69,12,N,4,10,6,P
69,12,N,4,11,6,GG
69,12,N,4,12,6,14
69,12,N,4,13,6,Y3
69,12,N,4,14,6,vv
69,12,N,5,1,6,J1
69,12,N,5,2,6,d3
69,12,N,5,3,6,J1
69,12,N,5,4,6,76
69,12,N,5,5,6,Ki
69,12,N,5,6,6,Ki
69,12,N,5,7,6,HH
69,12,N,5,8,6,g
69,12,N,5,9,6,Y3
69,12,N,5,10,6,95
69,12,N,5,11,6,Gi
69,12,N,5,12,6,vv
69,12,N,5,13,6,qL3
69,12,N,5,14,6,14
69,12,N,6,1,6,Y3
69,12,N,6,2,6,14
69,12,N,6,3,6,g
69,12,N,6,4,6,Y3
69,12,N,6,5,6,vv
69,12,N,6,6,6,g
69,12,N,6,7,6,Y3
69,12,N,6,8,6,vv
69,12,N,6,9,6,JJ
69,12,N,6,10,6,vv
69,12,N,6,11,6,dc
69,12,N,6,12,6,vv
69,12,N,7,1,6,96
69,12,N,7,2,6,P
69,12,N,7,3,6,vv
69,12,N,7,4,6,qL3
69,12,N,7,5,6,Y3
69,12,N,7,6,6,vv
69,12,N,7,7,6,Gi
69,12,N,7,8,6,nn
69,12,N,7,9,6,ee
69,12,N,7,10,6,P2
69,12,N,7,11,6,vv
69,12,N,7,12,6,GG
69,12,N,8,1,6,T
69,12,N,8,2,6,qL3
69,12,N,8,3,6,M
69,12,N,8,4,6,g
69,12,N,8,5,6,Y3
69,12,N,8,6,6,vv
69,12,N,8,7,6,Gi
69,12,N,8,8,6,nn
69,12,N,8,9,6,95
69,12,N,8,10,6,Y4
69,12,N,8,11,6,GG
69,12,N,8,12,6,vv
69,12,N,9,1,6,ee
69,12,N,9,2,6,Gi
69,12,N,9,3,6,Gi
69,12,N,9,4,6,vv
69,12,N,9,5,6,Y3
69,12,N,9,6,6,vv
69,12,N,9,7,6,P2
69,12,N,9,8,6,vv
69,12,N,9,9,6,EE
69,12,N,9,10,6,Y3
69,12,N,9,11,6,vv
69,12,N,9,12,6,Y3
69,12,N,9,13,6,vv
69,12,N,10,1,6,Y3
69,12,N,10,2,6,76
69,12,N,10,3,6,J2
69,12,N,10,4,6,Y3
69,12,N,10,5,6,M
69,12,N,10,6,6,4L
69,12,N,10,7,6,I
69,12,N,10,8,6,qL2
69,12,N,10,9,6,nn
69,12,N,10,10,6,95
69,12,N,10,11,6,14
69,12,N,10,12,6,Y3
69,12,N,10,13,6,76
69,12,N,10,14,6,vv
69,12,N,11,1,6,F
69,12,N,11,2,6,M
69,12,N,11,3,6,nn
69,12,N,11,4,6,95
69,12,N,11,5,6,M
69,12,N,11,6,6,qL3
69,12,N,11,7,6,M
69,12,N,11,8,6,Y3
69,12,N,11,9,6,14
69,12,N,11,10,6,Y3
69,12,N,11,11,6,76
69,12,N,11,12,6,d3
69,12,N,11,13,6,vv
69,12,N,12,1,6,14
69,12,N,12,2,6,Ki
69,12,N,12,3,6,Ki
69,12,N,12,4,6,nn
69,12,N,12,5,6,Gi
69,12,N,12,6,6,Gi
69,12,N,12,7,6,vv
69,12,N,12,8,6,A-
69,12,N,12,9,6,Y3
69,12,N,12,10,6,14
69,12,N,12,11,6,95
69,12,N,12,12,6,q3
69,12,N,13,1,6,96
69,12,N,13,2,6,P
69,12,N,13,3,6,vv
69,12,N,13,4,6,P2
69,12,N,13,5,6,vv
69,12,N,13,6,6,4L
69,12,N,13,7,6,Gi
69,12,N,13,8,6,EE
69,12,N,13,9,6,P
69,12,N,13,10,6,LL
69,12,N,13,11,6,N
69,12,N,13,12,6,GG
69,12,N,13,13,6,vv
69,12,N,14,1,6,dc
69,12,N,14,2,6,96
69,12,N,14,3,6,P
69,12,N,14,4,6,q3
69,12,N,14,5,6,qL3
69,12,N,14,6,6,Ki
69,12,N,14,7,6,Ki
69,12,N,14,8,6,EE
69,12,N,14,9,6,N
69,12,N,14,10,6,76
69,12,N,14,11,6,GG
69,12,N,14,12,6,96
69,12,N,14,13,6,14
69,12,N,15,1,6,N
69,12,N,15,2,6,LL
69,12,N,15,3,6,Ki
69,12,N,15,4,6,Ki
69,12,N,15,5,6,PL
69,12,N,15,6,6,vv
69,12,N,15,7,6,EE
69,12,N,15,8,6,J1
69,12,N,15,9,6,Y3
69,12,N,15,10,6,14
69,12,N,15,11,6,dc
69,12,N,16,1,6,Y4
69,12,N,16,2,6,q3
69,12,N,16,3,6,Ki
69,12,N,16,4,6,#dc
69,12,N,16,5,6,vv
69,12,N,16,6,6,qL3
69,12,N,16,7,6,EE
69,12,N,16,8,6,Y4
69,12,N,16,9,6,14
69,12,N,16,10,6,dc
69,12,N,16,11,6,14
69,12,N,17,1,6,F
69,12,N,17,2,6,44
69,12,N,17,3,6,96
69,12,N,17,4,6,M
69,12,N,17,5,6,vv
69,12,N,17,6,6,qL3
69,12,N,17,7,6,g
69,12,N,17,8,6,Gi
69,12,N,17,9,6,Y3
69,12,N,17,10,6,14
69,12,N,17,11,6,Gi
69,12,N,17,12,6,14
69,12,N,18,1,6,F
69,12,N,18,2,6,Ki
69,12,N,18,3,6,Ki
69,12,N,18,4,6,M
69,12,N,18,5,6,q3
69,12,N,18,6,6,qL3
69,12,N,18,7,6,GG
69,12,N,18,8,6,GG
69,12,N,18,9,6,vv
69,12,N,18,10,6,14
69,12,N,19,1,6,GG
69,12,N,19,2,6,96
69,12,N,19,3,6,P
69,12,N,19,4,6,M
69,12,N,19,5,6,qL3
69,12,N,19,6,6,N
69,12,N,19,7,6,M
69,12,N,19,8,6,Gi
69,12,N,19,9,6,A-
69,12,N,19,10,6,14
69,12,N,19,11,6,Gi
69,12,N,20,1,6,14
69,12,N,20,2,6,*
69,12,N,20,3,6,vv
69,12,N,20,4,6,PL
69,12,N,20,5,6,vv
69,12,N,20,6,6,N
69,12,N,20,7,6,Ki
69,12,N,20,8,6,Ki
69,12,N,20,9,6,Gi
69,12,N,20,10,6,Y3
69,12,N,20,11,6,14
69,12,N,20,12,6,JJ
69,12,N,21,1,6,Ki
69,12,N,21,2,6,nn
69,12,N,21,3,6,F
69,12,N,21,4,6,vv
69,12,N,21,5,6,4L
69,12,N,21,6,6,GG
69,12,N,21,7,6,Y3
69,12,N,21,8,6,vv
69,12,N,21,9,6,Y3
69,12,N,21,10,6,vv
69,12,N,22,1,6,N
69,12,N,22,2,6,vv
69,12,N,22,3,6,F
69,12,N,22,4,6,vv
69,12,N,22,5,6,*
69,12,N,22,6,6,vv
69,12,N,22,7,6,Y3
69,12,N,22,8,6,14
69,12,N,22,9,6,N
69,12,N,22,10,6,15
69,12,N,23,1,6,LL
69,12,N,23,2,6,4L
69,12,N,23,3,6,Ki
69,12,N,23,4,6,Ki
69,12,N,23,5,6,g
69,12,N,23,6,6,g
69,12,N,23,7,6,Y3
69,12,N,23,8,6,vv
69,12,N,23,9,6,95
69,12,N,23,10,6,Gi
69,12,N,23,11,6,14
69,12,N,23,12,6,Y3
69,12,N,23,13,6,vv
69,12,N,24,1,6,J1
69,12,N,24,2,6,76
69,12,N,24,3,6,N
69,12,N,24,4,6,Ki
69,12,N,24,5,6,Ki
69,12,N,24,6,6,#P2
69,12,N,24,7,6,96
69,12,N,24,8,6,P
69,12,N,24,9,6,Y4
69,12,N,24,10,6,GG
69,12,N,24,11,6,3
69,12,N,24,12,6,14
69,12,N,25,1,6,Y3
69,12,N,25,2,6,14
69,12,N,25,3,6,Gi
69,12,N,25,4,6,14
69,12,N,25,5,6,d3
69,12,N,25,6,6,vv
69,12,N,25,7,6,P
69,12,N,25,8,6,vv
69,12,N,25,9,6,Y3
69,12,N,25,10,6,14
69,12,N,25,11,6,dc
70,10,N,1,1,7,4L
70,10,N,1,2,7,PL
70,10,N,1,3,7,Ki
70,10,N,1,4,7,S
70,10,N,1,5,7,o3
70,10,N,1,6,7,Ki
70,10,N,1,7,7,Ki
70,10,N,1,8,7,P
70,10,N,1,9,7,EE
70,10,N,1,10,7,N
70,10,N,1,11,7,dc
70,10,N,1,12,7,GG
70,10,N,1,13,7,F
70,10,N,1,14,7,14
70,10,N,1,15,7,JJ
70,10,N,2,1,7,Ki
70,10,N,2,2,7,Ki
70,10,N,2,3,7,#P2
70,10,N,2,4,7,PL
70,10,N,2,5,7,vv
70,10,N,2,6,7,Ki
70,10,N,2,7,7,EE
70,10,N,2,8,7,ee
70,10,N,2,9,7,96
70,10,N,2,10,7,P
70,10,N,2,11,7,Y3
70,10,N,2,12,7,q3
70,10,N,2,13,7,GG
70,10,N,3,1,7,S
70,10,N,3,2,7,o3
70,10,N,3,3,7,LL
70,10,N,3,4,7,44
70,10,N,3,5,7,vv
70,10,N,3,6,7,96
70,10,N,3,7,7,P
70,10,N,3,8,7,vv
70,10,N,3,9,7,P
70,10,N,3,10,7,d3
70,10,N,3,11,7,76
70,10,N,3,12,7,Gi
70,10,N,3,13,7,14
70,10,N,4,1,7,Ki
70,10,N,4,2,7,Ki
70,10,N,4,3,7,N
70,10,N,4,4,7,d3
70,10,N,4,5,7,dc
70,10,N,4,6,7,vv
70,10,N,4,7,7,96
70,10,N,4,8,7,P
70,10,N,4,9,7,vv
70,10,N,4,10,7,d3
70,10,N,4,11,7,14
70,10,N,4,12,7,JJ
70,10,N,4,13,7,LL
70,10,N,5,1,7,#ee
70,10,N,5,2,7,Ki
70,10,N,5,3,7,*
70,10,N,5,4,7,4L
70,10,N,5,5,7,vv
70,10,N,5,6,7,96
70,10,N,5,7,7,P
70,10,N,5,8,7,vv
70,10,N,5,9,7,P2
70,10,N,5,10,7,vv
70,10,N,5,11,7,Y3
70,10,N,5,12,7,vv
70,10,N,6,1,7,4L
70,10,N,6,2,7,EE
70,10,N,6,3,7,T
70,10,N,6,4,7,LL
70,10,N,6,5,7,N
70,10,N,6,6,7,qL3
70,10,N,6,7,7,d3
70,10,N,6,8,7,P2
70,10,N,6,9,7,Gi
70,10,N,6,10,7,14
70,10,N,6,11,7,qL3
70,10,N,6,12,7,vv
70,10,N,6,13,7,Y3
70,10,N,7,1,7,N
70,10,N,7,2,7,Ki
70,10,N,7,3,7,N
70,10,N,7,4,7,P2
70,10,N,7,5,7,PL
70,10,N,7,6,7,Ki
70,10,N,7,7,7,Ki
70,10,N,7,8,7,dc
70,10,N,7,9,7,14
70,10,N,7,10,7,F
70,10,N,7,11,7,14
70,10,N,7,12,7,JJ
70,10,N,7,13,7,vv
